Name,Path,Position,Is Active,Url Key,Description,Image,Page Title,Meta Keywords,Meta Description,Include In Menu,Display Mode,CMS Block,Is Anchor,Availabe Sort By,Default Sort By,Page Layout,Custom Layout Update
Equipment Bags,Root Category/Womens/Goals & Training/Lacrosse Bags,,Yes,Equipment Bags,,,Equipment Bags,,,Yes,Products only,,Yes,"Brand,Price,Color",,No layout updates,
Backpacks,Root Category/Womens/Goals & Training/Lacrosse Bags,,Yes,Backpacks,,,Backpacks,,,Yes,Products only,,Yes,"Brand,Price,Color",,No layout updates,
Coaches,Root Category/Womens/Goals & Training/Lacrosse Bags,,Yes,Coaches,,,Coaches,,,Yes,Products only,,Yes,"Brand,Price,Color",,No layout updates,
Brands,Root Category/Womens/Protective/Gloves,,Yes,Brands,,,Brands,,,Yes,Products only,,Yes,"Brand,Price,Color",,No layout updates,
Brands,Root Category/Womens/Protective/Goggles,,Yes,Brands,,,Brands,,,Yes,Products only,,Yes,"Brand,Price,Color",,No layout updates,
Goalie Gloves,Root Category/Womens/Protective/Goalie Equipment,,Yes,Goalie Gloves,,,Goalie Gloves,,,Yes,Products only,,Yes,"Brand,Price,Color",,No layout updates,
Chest Protection,Root Category/Womens/Protective/Goalie Equipment,,Yes,Chest Protection,,,Chest Protection,,,Yes,Products only,,Yes,"Brand,Price,Color",,No layout updates,
Goalie Helmets,Root Category/Womens/Protective/Goalie Equipment,,Yes,Goalie Helmets,,,Goalie Helmets,,,Yes,Products only,,Yes,"Brand,Price,Color",,No layout updates,
Goalie Shin Guards,Root Category/Womens/Protective/Goalie Equipment,,Yes,Goalie Shin Guards,,,Goalie Shin Guards,,,Yes,Products only,,Yes,"Brand,Price,Color",,No layout updates,
Goalie Pants,Root Category/Womens/Protective/Goalie Equipment,,Yes,Goalie Pants,,,Goalie Pants,,,Yes,Products only,,Yes,"Brand,Price,Color",,No layout updates,
Goalie Throught Guard,Root Category/Womens/Protective/Goalie Equipment,,Yes,Goalie Throught Guard,,,Goalie Throught Guard,,,Yes,Products only,,Yes,"Brand,Price,Color",,No layout updates,
T's,Root Category/Womens/Apparel/T's & Tops,,Yes,T's,,,T's,,,Yes,Products only,,Yes,"Brand,Price,Color",,No layout updates,
Tank Tops,Root Category/Womens/Apparel/T's & Tops,,Yes,Tank Tops,,,Tank Tops,,,Yes,Products only,,Yes,"Brand,Price,Color",,No layout updates,
Long Sleeve,Root Category/Womens/Apparel/T's & Tops,,Yes,Long Sleeve,,,Long Sleeve,,,Yes,Products only,,Yes,"Brand,Price,Color",,No layout updates,
Sports Bra,Root Category/Womens/Apparel/T's & Tops,,Yes,Sports Bra,,,Sports Bra,,,Yes,Products only,,Yes,"Brand,Price,Color",,No layout updates,
College,Root Category/Womens/Apparel/Shorts,,Yes,College,,,College,,,Yes,Products only,,Yes,"Brand,Price,Color",,No layout updates,
Lax Unlimited,Root Category/Womens/Apparel/Shorts,,Yes,Lax Unlimited,,,Lax Unlimited,,,Yes,Products only,,Yes,"Brand,Price,Color",,No layout updates,
Performance,Root Category/Womens/Apparel/Shorts,,Yes,Performance,,,Performance,,,Yes,Products only,,Yes,"Brand,Price,Color",,No layout updates,
Hoodies,Root Category/Womens/Apparel/Sweats,,Yes,Hoodies,,,Hoodies,,,Yes,Products only,,Yes,"Brand,Price,Color",,No layout updates,
Full Zip,Root Category/Womens/Apparel/Sweats,,Yes,Full Zip,,,Full Zip,,,Yes,Products only,,Yes,"Brand,Price,Color",,No layout updates,
Pants,Root Category/Womens/Apparel/Sweats,,Yes,Pants,,,Pants,,,Yes,Products only,,Yes,"Brand,Price,Color",,No layout updates,
Pajama Pants,Root Category/Womens/Apparel/Sweats,,Yes,Pajama Pants,,,Pajama Pants,,,Yes,Products only,,Yes,"Brand,Price,Color",,No layout updates,
Web Use,Root Category/Womens/Gift Cards & Lifestyle/Gift Cards,,Yes,Web Use,,,Web Use,,,Yes,Products only,,Yes,"Brand,Price,Color",,No layout updates,
Retail Use,Root Category/Womens/Gift Cards & Lifestyle/Gift Cards,,Yes,Retail Use,,,Retail Use,,,Yes,Products only,,Yes,"Brand,Price,Color",,No layout updates,
Bracelets,Root Category/Womens/Gift Cards & Lifestyle/LifeStyle,,Yes,Bracelets,,,Bracelets,,,Yes,Products only,,Yes,"Brand,Price,Color",,No layout updates,
Head Bands,Root Category/Womens/Gift Cards & Lifestyle/LifeStyle,,Yes,Head Bands,,,Head Bands,,,Yes,Products only,,Yes,"Brand,Price,Color",,No layout updates,
Water Bottles,Root Category/Womens/Gift Cards & Lifestyle/LifeStyle,,Yes,Water Bottles,,,Water Bottles,,,Yes,Products only,,Yes,"Brand,Price,Color",,No layout updates,
iPhone Cases,Root Category/Womens/Gift Cards & Lifestyle/LifeStyle,,Yes,iPhone Cases,,,iPhone Cases,,,Yes,Products only,,Yes,"Brand,Price,Color",,No layout updates,
Sunglasses,Root Category/Womens/Gift Cards & Lifestyle/LifeStyle,,Yes,Sunglasses,,,Sunglasses,,,Yes,Products only,,Yes,"Brand,Price,Color",,No layout updates,
Lanyards,Root Category/Womens/Gift Cards & Lifestyle/LifeStyle,,Yes,Lanyards,,,Lanyards,,,Yes,Products only,,Yes,"Brand,Price,Color",,No layout updates,
Note Cards,Root Category/Womens/Gift Cards & Lifestyle/LifeStyle,,Yes,Note Cards,,,Note Cards,,,Yes,Products only,,Yes,"Brand,Price,Color",,No layout updates,
Stickers,Root Category/Womens/Gift Cards & Lifestyle/LifeStyle,,Yes,Stickers,,,Stickers,,,Yes,Products only,,Yes,"Brand,Price,Color",,No layout updates,
Car Magnets,Root Category/Womens/Gift Cards & Lifestyle/LifeStyle,,Yes,Car Magnets,,,Car Magnets,,,Yes,Products only,,Yes,"Brand,Price,Color",,No layout updates,
Street Signs,Root Category/Womens/Gift Cards & Lifestyle/LifeStyle,,Yes,Street Signs,,,Street Signs,,,Yes,Products only,,Yes,"Brand,Price,Color",,No layout updates,
Mid,Root Category/Womens/Footwear/Cleats,,Yes,Mid,,,Mid,,,Yes,Products only,,Yes,"Brand,Price,Color",,No layout updates,
Low,Root Category/Womens/Footwear/Cleats,,Yes,Low,,,Low,,,Yes,Products only,,Yes,"Brand,Price,Color",,No layout updates,
Mid,Root Category/Womens/Footwear/Turfs,,Yes,Mid,,,Mid,,,Yes,Products only,,Yes,"Brand,Price,Color",,No layout updates,
Low,Root Category/Womens/Footwear/Turfs,,Yes,Low,,,Low,,,Yes,Products only,,Yes,"Brand,Price,Color",,No layout updates,
Mid,Root Category/Womens/Footwear/Sneakers,,Yes,Mid,,,Mid,,,Yes,Products only,,Yes,"Brand,Price,Color",,No layout updates,
Low,Root Category/Womens/Footwear/Sneakers,,Yes,Low,,,Low,,,Yes,Products only,,Yes,"Brand,Price,Color",,No layout updates,
Crew,Root Category/Womens/Footwear/Socks,,Yes,Crew,,,Crew,,,Yes,Products only,,Yes,"Brand,Price,Color",,No layout updates,
No Show,Root Category/Womens/Footwear/Socks,,Yes,No Show,,,No Show,,,Yes,Products only,,Yes,"Brand,Price,Color",,No layout updates,
Flip Flops,Root Category/Womens/Footwear/Sandals,,Yes,Flip Flops,,,Flip Flops,,,Yes,Products only,,Yes,"Brand,Price,Color",,No layout updates,
Slides,Root Category/Womens/Footwear/Sandals,,Yes,Slides,,,Slides,,,Yes,Products only,,Yes,"Brand,Price,Color",,No layout updates,
